5.895499999999999545e+02	7.439988634285173239e-04
1.588649999999999864e+03	1.239997183288256649e-04
2.587750000000000000e+03	5.499987788751832231e-05
3.586849999999999454e+03	4.299991633023947602e-05
4.585949999999999818e+03	2.699994440254836528e-05
5.585050000000000182e+03	1.999995934396157674e-05
6.584149999999999636e+03	1.699996274679431874e-05
7.583249999999999091e+03	1.399996904624111254e-05
8.582349999999998545e+03	7.999976431852621892e-06
9.581449999999998909e+03	7.999982457502241256e-06
1.058054999999999927e+04	6.999982737846604620e-06
1.157964999999999782e+04	8.999976515783299493e-06
1.257874999999999818e+04	6.999980701410900004e-06
1.357784999999999854e+04	3.999991758787803948e-06
1.457694999999999709e+04	1.999995522833222893e-06
1.557604999999999745e+04	1.999994246626136920e-06
1.657514999999999782e+04	3.999990816335488113e-06
1.757424999999999636e+04	2.999994206785171189e-06
1.857334999999999854e+04	2.999991466448148863e-06
1.957244999999999709e+04	1.999993509270476229e-06
2.057154999999999927e+04	9.999981650899605852e-07
2.157064999999999782e+04	9.999981934029791713e-07
2.256974999999999636e+04	9.999971106843393649e-07
2.356884999999999854e+04	9.999971578964845486e-07
2.456794999999999709e+04	1.999995089646519697e-06
2.556704999999999563e+04	9.999979132364396197e-07
2.656614999999999782e+04	9.999979395630837823e-07
2.756524999999999636e+04	-0.000000000000000000e+00
2.856434999999999491e+04	-0.000000000000000000e+00
2.956344999999999709e+04	9.999963387647850009e-07
3.056254999999999563e+04	9.999963944088651360e-07
3.156164999999999782e+04	9.999964390191156882e-07
3.256074999999999636e+04	-0.000000000000000000e+00
3.355984999999999854e+04	-0.000000000000000000e+00
3.455894999999999709e+04	-0.000000000000000000e+00
3.555805000000000291e+04	-0.000000000000000000e+00
3.655715000000000146e+04	-0.000000000000000000e+00
3.755625000000000000e+04	-0.000000000000000000e+00
3.855534999999999854e+04	-0.000000000000000000e+00
3.955444999999999709e+04	-0.000000000000000000e+00
4.055355000000000291e+04	9.999980148767777301e-07
4.155265000000000146e+04	9.999980270449773411e-07
4.255175000000000000e+04	9.999980389240924423e-07
4.355084999999999854e+04	9.999980500251889349e-07
4.454994999999999709e+04	1.999995790734051977e-06
4.554904999999999563e+04	9.999977447231825723e-07
4.654815000000000146e+04	9.999977588445751499e-07
4.754725000000000000e+04	9.999977713706423695e-07
4.854634999999999854e+04	9.999977852648151826e-07
4.954544999999999709e+04	9.999966048414579059e-07
5.054454999999999563e+04	9.999966289304030169e-07
5.154365000000000146e+04	9.999966522844807659e-07
5.254275000000000000e+04	9.999966747859438322e-07
5.354184999999999854e+04	9.999966964465685150e-07
5.454094999999999709e+04	9.999967178102662217e-07
5.554004999999999563e+04	-0.000000000000000000e+00
5.653914999999999418e+04	-0.000000000000000000e+00
5.753825000000000000e+04	-0.000000000000000000e+00
5.853734999999999854e+04	-0.000000000000000000e+00
5.953644999999999709e+04	-0.000000000000000000e+00
6.053554999999999563e+04	-0.000000000000000000e+00
6.153464999999999418e+04	-0.000000000000000000e+00
6.253375000000000000e+04	-0.000000000000000000e+00
6.353284999999999854e+04	-0.000000000000000000e+00
6.453194999999999709e+04	-0.000000000000000000e+00
6.553104999999999563e+04	-0.000000000000000000e+00
6.653014999999999418e+04	-0.000000000000000000e+00
6.752925000000000000e+04	-0.000000000000000000e+00
6.852834999999999127e+04	-0.000000000000000000e+00
6.952744999999999709e+04	-0.000000000000000000e+00
7.052655000000000291e+04	-0.000000000000000000e+00
7.152564999999999418e+04	-0.000000000000000000e+00
7.252475000000000000e+04	-0.000000000000000000e+00
7.352384999999999127e+04	-0.000000000000000000e+00
7.452294999999999709e+04	-0.000000000000000000e+00
7.552205000000000291e+04	-0.000000000000000000e+00
7.652114999999999418e+04	-0.000000000000000000e+00
7.752025000000000000e+04	-0.000000000000000000e+00
7.851934999999999127e+04	-0.000000000000000000e+00
7.951844999999999709e+04	-0.000000000000000000e+00
8.051755000000000291e+04	-0.000000000000000000e+00
8.151664999999999418e+04	-0.000000000000000000e+00
8.251575000000000000e+04	-0.000000000000000000e+00
8.351484999999999127e+04	-0.000000000000000000e+00
8.451394999999999709e+04	-0.000000000000000000e+00
8.551304999999998836e+04	-0.000000000000000000e+00
8.651214999999999418e+04	-0.000000000000000000e+00
8.751125000000000000e+04	-0.000000000000000000e+00
8.851034999999999127e+04	-0.000000000000000000e+00
8.950944999999999709e+04	-0.000000000000000000e+00
9.050854999999998836e+04	-0.000000000000000000e+00
9.150764999999999418e+04	-0.000000000000000000e+00
9.250675000000000000e+04	-0.000000000000000000e+00
9.350584999999999127e+04	-0.000000000000000000e+00
9.450494999999999709e+04	-0.000000000000000000e+00
9.550404999999998836e+04	-0.000000000000000000e+00
9.650314999999999418e+04	-0.000000000000000000e+00
9.750225000000000000e+04	-0.000000000000000000e+00
9.850134999999999127e+04	-0.000000000000000000e+00
9.950044999999999709e+04	-0.000000000000000000e+00
